domain,problem,search,heuristic,cost,goal,atl,ctl,el,solution_index,duplicates_skipped,visited,generated,time_ms,memory_delta_mb,success,author_signature,plan
fantasy,fantasy.txt,astar,rp,temporal,2.0,9,3,2,1,0,3000,38351,3638,320,true,"propose(Talia, Rory, Village) accept(Rory, Talia, Village) marry(Talia, Rory, Village) travel(Talia, Village, Cave) pickup(Talia, Treasure, Cave)","propose(Talia, Rory, Village) | | accept(Rory, Talia, Village) | | | marry(Talia, Rory, Village) | | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | marry(Talia, Rory, Village) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | travel(Talia, Village, Cave) | | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | accept(Rory, Talia, Village) | | marry(Talia, Rory, Village) | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | marry(Talia, Rory, Village) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | travel(Talia, Village, Cave) | | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | goal(happiness(Talia) == 1 & wealth(Talia) == 1)"
fantasy,fantasy.txt,astar,rp,temporal,2.0,9,3,2,2,0,3004,38419,3647,16,true,"propose(Talia, Rory, Village) accept(Rory, Talia, Village) marry(Talia, Rory, Village) travel(Rory, Village, Cave) pickup(Rory, Treasure, Cave)","propose(Talia, Rory, Village) | | accept(Rory, Talia, Village) | | | marry(Talia, Rory, Village) | | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | marry(Talia, Rory, Village) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | travel(Talia, Village, Cave) | | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | accept(Rory, Talia, Village) | | marry(Talia, Rory, Village) | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | travel(Rory, Village, Cave) | | pickup(Rory, Treasure, Cave) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 1) | marry(Talia, Rory, Village) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | travel(Rory, Village, Cave) | | pickup(Rory, Treasure, Cave) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 1) | pickup(Rory, Treasure, Cave) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 1) | goal(happiness(Talia) == 1 & wealth(Talia) == 1)"
