domain,problem,search,heuristic,cost,goal,atl,ctl,el,solution_index,duplicates_skipped,visited,generated,time_ms,memory_delta_mb,success,author_signature,plan
gramma,gramma.txt,astar,rp,temporal,2.0,6,5,2,1,1,43937,399346,91907,2736,true,"walk(Tom, Cottage, Crossroads) walk(Tom, Crossroads, Market) buy(Tom, MerchantSword, TomCoin, Market) rob(Tom, Medicine, Merchant, Market) walk(Tom, Market, Crossroads) walk(Tom, Crossroads, Cottage)","walk(Tom, Cottage, Crossroads) | | walk(Merchant, Market, Crossroads) | | | walk(Merchant, Crossroads, Cottage) | | | buy(Tom, Medicine, TomCoin, Cottage) | | | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | buy(Tom, Medicine, TomCoin, Crossroads) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | walk(Tom, Crossroads, Market) | | buy(Tom, Medicine, TomCoin, Market) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) == Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | walk(Tom, Market, Crossroads) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | buy(Tom, MerchantSword, TomCoin, Market) | | rob(Tom, Medicine, Merchant, Market) | | walk(Tom, Market, Crossroads) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | | goal(Merchant, criminal(Merchant) == False & location(Merchant) == Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | rob(Tom, Medicine, Merchant, Market) | | walk(Tom, Market, Crossroads) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | walk(Tom, Market, Crossroads) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | goal(location(Tom) == Cottage & location(Medicine) == Tom)"
gramma,gramma.txt,astar,rp,temporal,2.0,6,5,2,2,1,271265,1684760,483348,4976,true,"walk(Tom, Cottage, Crossroads) walk(Tom, Crossroads, Market) walk(Merchant, Market, Crossroads) walk(Tom, Market, Crossroads) buy(Tom, Medicine, TomCoin, Crossroads) walk(Tom, Crossroads, Cottage)","walk(Tom, Cottage, Crossroads) | | walk(Merchant, Market, Crossroads) | | | walk(Merchant, Crossroads, Cottage) | | | buy(Tom, Medicine, TomCoin, Cottage) | | | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | buy(Tom, Medicine, TomCoin, Crossroads) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | walk(Tom, Crossroads, Market) | | buy(Tom, Medicine, TomCoin, Market) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) == Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | walk(Tom, Market, Crossroads) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | walk(Merchant, Market, Crossroads) | | walk(Tom, Market, Crossroads) | | | buy(Tom, Medicine, TomCoin, Crossroads) | | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | | walk(Tom, Crossroads, Cottage) | | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | | buy(Tom, Medicine, TomCoin, Crossroads) | | | walk(Tom, Crossroads, Cottage) | | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | | walk(Merchant, Crossroads, Market) | | goal(Merchant, criminal(Merchant) == False & location(Merchant) == Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | walk(Tom, Market, Crossroads) | | buy(Tom, Medicine, TomCoin, Crossroads) | | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | buy(Tom, Medicine, TomCoin, Crossroads) | | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | | goal(Merchant, criminal(Merchant) == False & location(Merchant) != Market & location(TomCoin) == Merchant & location(BanditCoin) != Merchant) | walk(Tom, Crossroads, Cottage) | | goal(Tom, location(Tom) == Cottage & location(Medicine) == Tom) | goal(location(Tom) == Cottage & location(Medicine) == Tom)"
