domain,problem,search,heuristic,cost,goal,atl,ctl,el,solution_index,duplicates_skipped,visited,generated,time_ms,memory_delta_mb,success,author_signature,plan
fantasy,fantasy.txt,astar,rp,temporal,3.0,9,3,2,1,0,3716279,45178948,5737892,19344,true,"get_hungry(Gargax) propose(Talia, Rory, Village) accept(Rory, Talia, Village) travel(Gargax, Cave, Village) eat(Gargax, Vince, Village) marry(Talia, Rory, Village) travel(Talia, Village, Cave) pickup(Talia, Treasure, Cave) take(Rory, Money, Vince, Village)","get_hungry(Gargax) | propose(Talia, Rory, Village) | | accept(Rory, Talia, Village) | | | marry(Talia, Rory, Village) | | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | | travel(Rory, Village, Cave) | | | pickup(Rory, Treasure, Cave) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 1) | | marry(Talia, Rory, Village) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | travel(Talia, Village, Cave) | | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | accept(Rory, Talia, Village) | | marry(Talia, Rory, Village) | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | travel(Rory, Village, Cave) | | pickup(Rory, Treasure, Cave) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 1) | travel(Gargax, Cave, Village) | | eat(Gargax, Vince, Village) | | take(Gargax, Money, Vince, Village) | | travel(Gargax, Village, Cave) | | pickup(Gargax, Treasure, Cave) | | goal(Gargax, hunger(Gargax) == 0 & wealth(Gargax) == 2) | eat(Gargax, Vince, Village) | | goal(Gargax, hunger(Gargax) == 0 & wealth(Gargax) == 0) | marry(Talia, Rory, Village) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | travel(Talia, Village, Cave) | | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 1) | take(Rory, Money, Vince, Village) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 1) | goal(happiness(Talia) == 1 & wealth(Talia) == 2)"
