domain,problem,search,heuristic,cost,goal,atl,ctl,el,solution_index,duplicates_skipped,visited,generated,time_ms,memory_delta_mb,success,author_signature,plan
fantasy,fantasy.txt,astar,rp,temporal,1.0,9,3,2,1,0,4,91,11,16,true,"travel(Talia, Village, Cave) pickup(Talia, Treasure, Cave)","travel(Talia, Village, Cave) | | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 0 & wealth(Talia) == 1) | pickup(Talia, Treasure, Cave) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 0 & wealth(Talia) == 1) | goal(happiness(Talia) == 0 & wealth(Talia) == 1)"
fantasy,fantasy.txt,astar,rp,temporal,1.0,9,3,2,2,0,186,3213,318,32,true,"propose(Talia, Rory, Village) accept(Rory, Talia, Village) marry(Talia, Rory, Village)","propose(Talia, Rory, Village) | | accept(Rory, Talia, Village) | | | marry(Talia, Rory, Village) | | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | marry(Talia, Rory, Village) | | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | accept(Rory, Talia, Village) | | marry(Talia, Rory, Village) | | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | marry(Talia, Rory, Village) | | goal(Talia, alive(Talia) == True & happiness(Talia) == 1 & wealth(Talia) == 0) | | goal(Rory, alive(Rory) == True & happiness(Rory) == 1 & hunger(Rory) == 0 & wealth(Rory) == 0) | goal(happiness(Talia) == 1 & wealth(Talia) == 0)"
